asset,kit,waar_label,alt_label,sport,repeat,ok,model,label,confidence,attributes,polycount_impression,surface_finish,latency_ms,prompt_tokens,beeld_tokens,output_tokens,ruw
B5_dishrack,KayKit_Restaurant_Bits,stylised PBR,toon-cel,256,3,1,claude-opus-5,low-poly flat-shaded,0.72,flat-shaded | faceted edges | matte diffuse | untextured solids | chunky primitives,low,"matte, untextured, slight soft shading",6662,25955,99,109,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.72, ""attributes"": [""flat-shaded"", ""faceted edges"", ""matte diffuse"", ""untextured solids"", ""chunky primitives""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte, untextured, slight soft shading""}"
C2_cauldron,FantasyProps_glTF_1k,painterly-texture,,512,1,1,claude-opus-5,low-poly flat-shaded,0.72,faceted silhouette | matte grey | untextured clay | flat shading | simple primitives,low,"matte untextured grey clay, faint scratch marks",5177,26216,360,121,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.72,   ""attributes"": [""faceted silhouette"", ""matte grey"", ""untextured clay"", ""flat shading"", ""simple primitives""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte untextured grey clay, faint scratch marks"" }"
C4_stall,FantasyProps_glTF_1k,painterly-texture,,512,3,1,claude-opus-5,stylised PBR,0.72,hand-painted wood grain | warm brown palette | soft cloth canopy | chunky proportions | subtle roughness variation,medium,matte painted wood with soft fabric,6421,26216,360,125,"{   ""style_label"": ""stylised PBR"",   ""confidence"": 0.72,   ""attributes"": [""hand-painted wood grain"", ""warm brown palette"", ""soft cloth canopy"", ""chunky proportions"", ""subtle roughness variation""],   ""polycount_impression"": ""medium"",   ""surface_finish"": ""matte painted wood with soft fabric"" }"
A4_hammerhead,ocean,low-poly flat-shaded,,1568,3,1,claude-opus-5,low-poly flat-shaded,0.96,faceted | flat-shaded | untextured | monochrome slate | angular silhouette,low,"matte flat facets, no texture maps",6168,28991,3135,96,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.96,""attributes"":[""faceted"",""flat-shaded"",""untextured"",""monochrome slate"",""angular silhouette""],""polycount_impression"":""low"",""surface_finish"":""matte flat facets, no texture maps""}"
C2_cauldron,FantasyProps_glTF_1k,painterly-texture,,384,1,1,claude-opus-5,low-poly flat-shaded,0.72,faceted silhouette | matte grey clay | neutral studio light | untextured surface | chunky prop geometry,low,"matte untextured clay, soft diffuse shading",5406,26051,195,116,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.72, ""attributes"": [""faceted silhouette"", ""matte grey clay"", ""neutral studio light"", ""untextured surface"", ""chunky prop geometry""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte untextured clay, soft diffuse shading""}"
C2_cauldron,FantasyProps_glTF_1k,painterly-texture,,768,1,1,claude-opus-5,stylised PBR,0.62,faceted silhouette | smooth shaded | muted grey palette | subtle wear marks | game-ready prop,low,"matte grey metal, faint chipped highlights",6073,26639,783,111,"{""style_label"": ""stylised PBR"", ""confidence"": 0.62, ""attributes"": [""faceted silhouette"", ""smooth shaded"", ""muted grey palette"", ""subtle wear marks"", ""game-ready prop""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte grey metal, faint chipped highlights""}"
C4_stall,FantasyProps_glTF_1k,painterly-texture,,2576,2,1,claude-opus-5,painterly-texture,0.72,hand-painted wood grain | soft diffuse shading | warm brown palette | clean modular geometry | stylised game-ready prop,medium,"matte hand-painted wood, flat grey metal",6439,30661,4805,120,"{""style_label"": ""painterly-texture"", ""confidence"": 0.72, ""attributes"": [""hand-painted wood grain"", ""soft diffuse shading"", ""warm brown palette"", ""clean modular geometry"", ""stylised game-ready prop""], ""polycount_impression"": ""medium"", ""surface_finish"": ""matte hand-painted wood, flat grey metal""}"
C3_chest,FantasyProps_glTF_1k,painterly-texture,,192,1,1,claude-opus-5,low-poly flat-shaded,0.62,chunky proportions | flat grey material | wood-grain panels | beveled metal bands | game-prop chest,low,matte untextured metal with simple wood grain,5776,25904,48,124,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.62,   ""attributes"": [""chunky proportions"", ""flat grey material"", ""wood-grain panels"", ""beveled metal bands"", ""game-prop chest""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte untextured metal with simple wood grain"" }"
A1_chest,kenney_survival-kit,low-poly flat-shaded,,512,2,1,claude-opus-5,low-poly flat-shaded,0.83,faceted geometry | flat matte shading | simple palette | chunky silhouette | game-ready prop,low,"matte untextured, soft flat diffuse shading",6295,26216,360,105,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.83,""attributes"":[""faceted geometry"",""flat matte shading"",""simple palette"",""chunky silhouette"",""game-ready prop""],""polycount_impression"":""low"",""surface_finish"":""matte untextured, soft flat diffuse shading""}"
A4_hammerhead,ocean,low-poly flat-shaded,,2576,2,1,claude-opus-5,low-poly flat-shaded,0.95,faceted planes | flat shading | hard edges | monochrome slate blue | untextured,low,"matte flat-shaded, no texture detail",6556,30661,4805,98,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.95,""attributes"":[""faceted planes"",""flat shading"",""hard edges"",""monochrome slate blue"",""untextured""],""polycount_impression"":""low"",""surface_finish"":""matte flat-shaded, no texture detail""}"
B5_dishrack,KayKit_Restaurant_Bits,stylised PBR,toon-cel,768,2,1,claude-opus-5,low-poly flat-shaded,0.9,faceted | flat-shading | hard-edges | limited-palette | chunky-forms,low,matte untextured flat facets,5619,26639,783,93,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.9,""attributes"":[""faceted"",""flat-shading"",""hard-edges"",""limited-palette"",""chunky-forms""],""polycount_impression"":""low"",""surface_finish"":""matte untextured flat facets""}"
B4_crate,KayKit_Restaurant_Bits,stylised PBR,toon-cel,2576,1,1,claude-opus-5,low-poly flat-shaded,0.88,faceted geometry | flat gradient shading | untextured solids | hard facet edges | stylised game prop,low,"matte untextured, smooth gradient flat facets",6541,30661,4805,125,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.88,   ""attributes"": [""faceted geometry"", ""flat gradient shading"", ""untextured solids"", ""hard facet edges"", ""stylised game prop""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte untextured, smooth gradient flat facets"" }"
C1_bookcase,FantasyProps_glTF_1k,painterly-texture,,192,2,1,claude-opus-5,stylised PBR,0.62,warm wood grain | clean bevels | symmetrical cabinet | soft studio lighting | muted brown palette,medium,"matte varnished wood, subtle grain, low specularity",5850,25904,48,127,"{   ""style_label"": ""stylised PBR"",   ""confidence"": 0.62,   ""attributes"": [""warm wood grain"", ""clean bevels"", ""symmetrical cabinet"", ""soft studio lighting"", ""muted brown palette""],   ""polycount_impression"": ""medium"",   ""surface_finish"": ""matte varnished wood, subtle grain, low specularity"" }"
A4_hammerhead,ocean,low-poly flat-shaded,,192,3,1,claude-opus-5,low-poly flat-shaded,0.92,faceted planes | flat shading | hard edges | untextured | muted slate blue,low,"matte flat facets, no texture detail",4458,25904,48,94,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.92,""attributes"":[""faceted planes"",""flat shading"",""hard edges"",""untextured"",""muted slate blue""],""polycount_impression"":""low"",""surface_finish"":""matte flat facets, no texture detail""}"
B3_cabinet,KayKit_Furniture_Bits,stylised PBR,toon-cel,256,1,1,claude-opus-5,stylised PBR,0.72,soft-shaded | rounded bevels | warm wood tones | game-ready prop | hand-painted feel,low,"matte, softly shaded, subtle baked texture",5913,25955,99,122,"{   ""style_label"": ""stylised PBR"",   ""confidence"": 0.72,   ""attributes"": [""soft-shaded"", ""rounded bevels"", ""warm wood tones"", ""game-ready prop"", ""hand-painted feel""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte, softly shaded, subtle baked texture"" }"
A1_chest,kenney_survival-kit,low-poly flat-shaded,,1092,1,1,claude-opus-5,low-poly flat-shaded,0.92,faceted geometry | flat shading | minimal detail | untextured solid color | chunky silhouette,low,"matte diffuse, no specular or texture",5740,27376,1520,101,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.92,""attributes"":[""faceted geometry"",""flat shading"",""minimal detail"",""untextured solid color"",""chunky silhouette""],""polycount_impression"":""low"",""surface_finish"":""matte diffuse, no specular or texture""}"
C3_chest,FantasyProps_glTF_1k,painterly-texture,,1568,3,1,claude-opus-5,low-poly flat-shaded,0.72,chamfered bevels | faceted planes | hand-painted wood | game-ready prop | flat diffuse metal,low,matte untextured metal with painted wood panels,5953,28991,3135,126,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.72,   ""attributes"": [""chamfered bevels"", ""faceted planes"", ""hand-painted wood"", ""game-ready prop"", ""flat diffuse metal""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte untextured metal with painted wood panels"" }"
C3_chest,FantasyProps_glTF_1k,painterly-texture,,384,2,1,claude-opus-5,stylised PBR,0.72,chunky bevels | wood grain panels | game-ready prop | stylized metal banding | soft ambient shading,medium,matte wood with dull metal trim,6271,26051,195,100,"{""style_label"":""stylised PBR"",""confidence"":0.72,""attributes"":[""chunky bevels"",""wood grain panels"",""game-ready prop"",""stylized metal banding"",""soft ambient shading""],""polycount_impression"":""medium"",""surface_finish"":""matte wood with dull metal trim""}"
A2_snowman,kenney_holidaykit,low-poly flat-shaded,,192,2,1,claude-opus-5,low-poly flat-shaded,0.82,faceted geometry | matte diffuse | simple primitives | untextured solids | soft studio light,low,"matte, flat untextured plastic-like shading",5173,25904,48,102,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.82,""attributes"":[""faceted geometry"",""matte diffuse"",""simple primitives"",""untextured solids"",""soft studio light""],""polycount_impression"":""low"",""surface_finish"":""matte, flat untextured plastic-like shading""}"
C2_cauldron,FantasyProps_glTF_1k,painterly-texture,,1568,1,1,claude-opus-5,stylised PBR,0.63,faceted silhouette | soft matte shading | subtle worn highlights | game-ready prop | muted grey palette,low,"matte cast iron, lightly scuffed edges",5980,28991,3135,105,"{""style_label"":""stylised PBR"",""confidence"":0.63,""attributes"":[""faceted silhouette"",""soft matte shading"",""subtle worn highlights"",""game-ready prop"",""muted grey palette""],""polycount_impression"":""low"",""surface_finish"":""matte cast iron, lightly scuffed edges""}"
B1_table,KayKit_Dungeon_Pack,stylised PBR,toon-cel,1568,3,1,claude-opus-5,low-poly flat-shaded,0.93,faceted geometry | flat color blocks | hand-painted palette | soft ambient shading | game-ready prop,low,"matte, untextured, softly shaded flat facets",5542,28991,3135,127,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.93,   ""attributes"": [""faceted geometry"", ""flat color blocks"", ""hand-painted palette"", ""soft ambient shading"", ""game-ready prop""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte, untextured, softly shaded flat facets"" }"
C5_tent,nature_kit,painterly-texture,,1568,3,1,claude-opus-5,low-poly flat-shaded,0.82,faceted silhouette | flat matte shading | limited palette | simple geometry | stylised camp prop,low,"matte, non-reflective, near-uniform diffuse green",5103,28991,3135,116,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.82, ""attributes"": [""faceted silhouette"", ""flat matte shading"", ""limited palette"", ""simple geometry"", ""stylised camp prop""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte, non-reflective, near-uniform diffuse green""}"
A5_cart,Modular Village,low-poly flat-shaded,,1092,2,1,claude-opus-5,low-poly flat-shaded,0.94,faceted geometry | flat shading | muted neutral palette | untextured solids | isometric render,low,"matte, untextured, flat-shaded facets",5121,27376,1520,101,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.94,""attributes"":[""faceted geometry"",""flat shading"",""muted neutral palette"",""untextured solids"",""isometric render""],""polycount_impression"":""low"",""surface_finish"":""matte, untextured, flat-shaded facets""}"
C4_stall,FantasyProps_glTF_1k,painterly-texture,,768,1,1,claude-opus-5,stylised PBR,0.72,hand-painted wood grain | warm brown palette | soft diffuse shading | clean chamfered edges | game-ready prop,medium,matte wood grain with subtle metal accents,5801,26639,783,127,"{   ""style_label"": ""stylised PBR"",   ""confidence"": 0.72,   ""attributes"": [""hand-painted wood grain"", ""warm brown palette"", ""soft diffuse shading"", ""clean chamfered edges"", ""game-ready prop""],   ""polycount_impression"": ""medium"",   ""surface_finish"": ""matte wood grain with subtle metal accents"" }"
C5_tent,nature_kit,painterly-texture,,256,2,1,claude-opus-5,low-poly flat-shaded,0.72,flat-shaded | faceted | matte green | simple silhouette | untextured,low,"matte, non-reflective flat diffuse",4985,25955,99,103,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.72, ""attributes"": [""flat-shaded"", ""faceted"", ""matte green"", ""simple silhouette"", ""untextured""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte, non-reflective flat diffuse""}"
A1_chest,kenney_survival-kit,low-poly flat-shaded,,512,1,1,claude-opus-5,low-poly flat-shaded,0.82,faceted geometry | flat gradient shading | minimal texture detail | chunky proportions | game-ready prop,low,"matte, untextured, softly shaded flat facets",5683,26216,360,108,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.82,""attributes"":[""faceted geometry"",""flat gradient shading"",""minimal texture detail"",""chunky proportions"",""game-ready prop""],""polycount_impression"":""low"",""surface_finish"":""matte, untextured, softly shaded flat facets""}"
B4_crate,KayKit_Restaurant_Bits,stylised PBR,toon-cel,192,3,1,claude-opus-5,low-poly flat-shaded,0.82,flat-shaded | faceted | isometric | saturated palette | untextured solids,low,"matte flat diffuse, no specular highlights",6592,25904,48,105,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.82, ""attributes"": [""flat-shaded"", ""faceted"", ""isometric"", ""saturated palette"", ""untextured solids""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte flat diffuse, no specular highlights""}"
B5_dishrack,KayKit_Restaurant_Bits,stylised PBR,toon-cel,1568,3,1,claude-opus-5,low-poly flat-shaded,0.93,faceted geometry | flat shading | visible polygon edges | limited palette | matte diffuse,low,matte untextured flat-shaded facets,5214,28991,3135,108,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.93, ""attributes"": [""faceted geometry"", ""flat shading"", ""visible polygon edges"", ""limited palette"", ""matte diffuse""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte untextured flat-shaded facets""}"
C1_bookcase,FantasyProps_glTF_1k,painterly-texture,,256,2,1,claude-opus-5,stylised PBR,0.72,warm wood grain | beveled edges | soft ambient occlusion | metal corner brackets | clean mid-poly forms,medium,matte varnished wood with dull metal accents,6171,25955,99,107,"{""style_label"":""stylised PBR"",""confidence"":0.72,""attributes"":[""warm wood grain"",""beveled edges"",""soft ambient occlusion"",""metal corner brackets"",""clean mid-poly forms""],""polycount_impression"":""medium"",""surface_finish"":""matte varnished wood with dull metal accents""}"
